Unix Time,id_ue,rb_allocated,mcs
1727483978,18865,112,10
1727483978,18865,273,10
1727483978,18865,273,10
1727483978,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,112,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
1727483979,18865,273,10
